; SampleRate 16000
; Channels 1
0.000000000000000000e+00 0.000000000000000000e+00
3.125195324707794172e-05 1.025658563020593328e-01
6.250390649415588345e-05 2.040498922936346271e-01
9.375585974123382517e-05 3.033816982371787541e-01
1.250078129883117669e-04 3.995135651872283589e-01
1.562597662353897086e-04 4.914315357714094112e-01
1.875117194824676503e-04 5.781660989744423773e-01
2.187636727295455921e-04 6.588024161211869512e-01
2.500156259766235338e-04 7.324899701994799228e-01
2.812675792237014755e-04 7.984515367458797641e-01
3.125195324707794172e-04 8.559913816732933611e-01
3.437714857178573590e-04 9.045025995733433355e-01
3.750234389649353007e-04 9.434735150922352043e-01
4.062753922120132424e-04 9.724930798611790550e-01
4.375273454590911841e-04 9.912552080568772794e-01
4.687792987061691259e-04 9.995620048624598297e-01
5.000312519532470676e-04 9.973258537764577714e-01
5.312832052003250635e-04 9.845703407537821361e-01
5.625351584474029510e-04 9.614300054312683308e-01
5.937871116944808386e-04 9.281489220617511471e-01
6.250390649415588345e-04 8.850781251243660108e-01
6.562910181886368304e-04 8.326719067646232153e-01
6.875429714357147179e-04 7.714830251172601905e-01
7.187949246827926054e-04 7.021568740524062324e-01
7.500468779298706014e-04 6.254246758400608952e-01
7.812988311769485973e-04 5.420957685337153276e-01
8.125507844240264848e-04 4.530490694224626469e-01
8.438027376711043723e-04 3.592238045914084021e-01
8.750546909181823683e-04 2.616096023709772456e-01
9.063066441652603642e-04 1.612360551651238483e-01
9.375585974123382517e-04 5.916185975577653577e-02
9.688105506594161392e-04 -4.353634937311962744e-02
1.000062503906494135e-03 -1.457753559106839125e-01
1.031314457153572131e-03 -2.464767870164419061e-01
1.062566410400650127e-03 -3.445784875308420259e-01
1.093818363647727906e-03 -4.390457231286820639e-01
1.125070316894805902e-03 -5.288820942494305566e-01
1.156322270141883898e-03 -6.131400456890196971e-01
1.187574223388961677e-03 -6.909308610024880171e-01
1.218826176636039673e-03 -7.614340363008292867e-01
1.250078129883117669e-03 -8.239059345712850257e-01
1.281330083130195665e-03 -8.776876292390667356e-01
1.312582036377273661e-03 -9.222118542399925234e-01
1.343833989624351440e-03 -9.570089872976906831e-01
1.375085942871429436e-03 -9.817120032963418952e-01
1.406337896118507432e-03 -9.960603455029248821e-01
1.437589849365585211e-03 -9.999026738069924924e-01
1.468841802612663207e-03 -9.931984609907285044e-01
1.500093755859741203e-03 -9.760184201925193870e-01
1.531345709106819199e-03 -9.485437590553424947e-01
1.562597662353897195e-03 -9.110642684268883684e-01
1.593849615600974974e-03 -8.639752657709830475e-01
1.625101568848052970e-03 -8.077734255298845145e-01
1.656353522095130966e-03 -7.430515404169920624e-01
1.687605475342208745e-03 -6.704922688955843313e-01
1.718857428589286741e-03 -5.908609347924770328e-01
1.750109381836364737e-03 -5.049974549931677270e-01
1.781361335083442732e-03 -4.138074803616459407e-01
1.812613288330520728e-03 -3.182528433266136325e-01
1.843865241577598508e-03 -2.193414128888529213e-01
1.875117194824676503e-03 -1.181164640547294475e-01
1.906369148071754499e-03 -1.564567382246509139e-02
1.937621101318832278e-03 8.699014021326173518e-02
1.968873054565910274e-03 1.887084198580376293e-01
2.000125007812988270e-03 2.884362846735300523e-01
2.031376961060066266e-03 3.851218482565204049e-01
2.062628914307144262e-03 4.777453130819274696e-01
2.093880867554222258e-03 5.653297268862171876e-01
2.125132820801300254e-03 6.469512871375204810e-01
2.156384774048377816e-03 7.217490849053512791e-01
2.187636727295455812e-03 7.889341853558174966e-01
2.218888680542533808e-03 8.477979490951710329e-01
2.250140633789611804e-03 8.977195065917685790e-01
2.281392587036689800e-03 9.381723068394764997e-01
2.312644540283767796e-03 9.687296711900413859e-01
2.343896493530845792e-03 9.890692937750075187e-01
2.375148446777923354e-03 9.989766410486777826e-01
2.406400400025001350e-03 9.983472145952040355e-01
2.437652353272079346e-03 9.871876533327001990e-01
2.468904306519157342e-03 9.656156634888054535e-01
2.500156259766235338e-03 9.338587770862819548e-01
2.531408213013313334e-03 8.922519520336045229e-01
2.562660166260391330e-03 8.412340391337561618e-01
2.593912119507469326e-03 7.813431532756821563e-01
2.625164072754547322e-03 7.132109976310825328e-01
2.656416026001624884e-03 6.375562007224595540e-01
2.687667979248702880e-03 5.551767366401382242e-01
2.718919932495780876e-03 4.669415083565531255e-01
2.750171885742858872e-03 3.737811829133391717e-01
2.781423838989936868e-03 2.766783751477279174e-01
2.812675792237014864e-03 1.766572834960538629e-01
2.843927745484092860e-03 7.477288719143426743e-02
2.875179698731170422e-03 -2.790018120108579344e-02
2.906431651978248418e-03 -1.302789705442461143e-01
2.937683605225326414e-03 -2.312836336289678663e-01
2.968935558472404410e-03 -3.298488169358840261e-01
3.000187511719482406e-03 -4.249348975236703629e-01
3.031439464966560401e-03 -5.155389485223824675e-01
3.062691418213638397e-03 -6.007053175724877958e-01
3.093943371460716393e-03 -6.795357066328014950e-01
3.125195324707794389e-03 -7.511986468398681449e-01
3.156447277954871952e-03 -8.149382684820675182e-01
3.187699231201949947e-03 -8.700822735865558766e-01
3.218951184449027943e-03 -9.160490270276251401e-01
3.250203137696105939e-03 -9.523536913625583189e-01
3.281455090943183935e-03 -9.786133406873668283e-01
3.312707044190261931e-03 -9.945509995736772080e-01
3.343958997437339927e-03 -9.999985644858058187e-01
3.375210950684417489e-03 -9.948985768641785965e-01
3.406462903931495485e-03 -9.793048291733762456e-01
3.437714857178573481e-03 -9.533817975224728736e-01
3.468966810425651477e-03 -9.174029068421460931e-01
3.500218763672729473e-03 -8.717476469167158015e-01
3.531470716919807469e-03 -8.168975696899626326e-01
3.562722670166885465e-03 -7.534312100634112941e-01
3.593974623413963461e-03 -6.820179837603048689e-01
3.625226576661041457e-03 -6.034111266179611466e-01
3.656478529908119019e-03 -5.184397497818046263e-01
3.687730483155197015e-03 -4.280000945994447137e-01
3.718982436402275011e-03 -3.330460794544167769e-01
3.750234389649353007e-03 -2.345792382474702065e-01
3.781486342896431003e-03 -1.336381566499728057e-01
3.812738296143508999e-03 -3.128751755125747103e-02
3.843990249390586995e-03 7.139312875621235677e-02
3.875242202637664557e-03 1.733207512065986500e-01
3.906494155884742553e-03 2.734202613041638030e-01
3.937746109131820549e-03 3.706358526919237839e-01
3.968998062378898545e-03 4.639421373406569238e-01
4.000250015625976541e-03 5.523549608985336423e-01
4.031501968873054537e-03 6.349417831257446743e-01
4.062753922120132533e-03 7.108315139257903592e-01
4.094005875367210529e-03 7.792237012272243968e-01
4.125257828614288524e-03 8.393969738060477193e-01
4.156509781861366520e-03 8.907166499975127660e-01
4.187761735108444516e-03 9.326414320439332384e-01
4.219013688355522512e-03 9.647291154694190851e-01
4.250265641602600508e-03 9.866412532615070896e-01
4.281517594849677637e-03 9.981467256639324770e-01
4.312769548096755633e-03 9.991241779278988711e-01
4.344021501343833629e-03 9.895633003095031244e-01
4.375273454590911625e-03 9.695649368124568124e-01
4.406525407837989620e-03 9.393400215291329847e-01
4.437777361085067616e-03 8.992073537989518917e-01
4.469029314332145612e-03 8.495902356507734066e-01
