; SampleRate 16000
; Channels 1
0.000000000000000000e+00 0.000000000000000000e+00
3.125195324707794172e-05 1.283318831001965810e-01
6.250390649415588345e-05 2.543741142057797111e-01
9.375585974123382517e-05 3.758814900924570268e-01
1.250078129883117669e-04 4.906967869596286502e-01
1.562597662353897086e-04 5.967924746448513007e-01
1.875117194824676503e-04 6.923097552281135547e-01
2.187636727295455921e-04 7.755941244923137967e-01
2.500156259766235338e-04 8.452267295526203483e-01
2.812675792237014755e-04 9.000508863630903855e-01
3.125195324707794172e-04 9.391932247515802912e-01
3.437714857178573590e-04 9.620790438230919506e-01
3.750234389649353007e-04 9.684415844607437984e-01
4.062753922120132424e-04 9.583250555073746790e-01
4.375273454590911841e-04 9.320813831673824268e-01
4.687792987061691259e-04 8.903607863032340086e-01
5.000312519532470676e-04 8.340964106930224276e-01
5.312832052003250635e-04 7.644833801121869721e-01
5.625351584474029510e-04 6.829527385846162479e-01
5.937871116944808386e-04 5.911408637898740714e-01
6.250390649415588345e-04 4.908550241381712809e-01
6.562910181886368304e-04 3.840358294570422881e-01
6.875429714357147179e-04 2.727173859414102064e-01
7.187949246827926054e-04 1.589860087490850560e-01
7.500468779298706014e-04 4.493836953022375263e-02
7.812988311769485973e-04 -6.736003916078055209e-02
8.125507844240264848e-04 -1.759152552000768643e-01
8.438027376711043723e-04 -2.788431799810939249e-01
8.750546909181823683e-04 -3.744051105764218401e-01
9.063066441652603642e-04 -4.610397563037125779e-01
9.375585974123382517e-04 -5.373911080972383347e-01
9.688105506594161392e-04 -6.023316252774230106e-01
1.000062503906494135e-03 -6.549803113872907367e-01
1.031314457153572131e-03 -6.947153662645874084e-01
1.062566410400650127e-03 -7.211812228047250750e-01
1.093818363647727906e-03 -7.342899011929335806e-01
1.125070316894805902e-03 -7.342167379442779973e-01
1.156322270141883898e-03 -7.213906691015039563e-01
1.187574223388961677e-03 -6.964793636940128652e-01
1.218826176636039673e-03 -6.603696124859473882e-01
1.250078129883117669e-03 -6.141434757626703655e-01
1.281330083130195665e-03 -5.590507802969877371e-01
1.312582036377273661e-03 -4.964786278694093280e-01
1.343833989624351440e-03 -4.279186342964010348e-01
1.375085942871429436e-03 -3.549326577205733635e-01
1.406337896118507432e-03 -2.791177972018752951e-01
1.437589849365585211e-03 -2.020714470891873393e-01
1.468841802612663207e-03 -1.253571793275110036e-01
1.500093755859741203e-03 -5.047219525291642833e-02
1.531345709106819199e-03 2.118295857735945018e-02
1.562597662353897195e-03 8.833177813314518900e-02
1.593849615600974974e-03 1.498457365857795154e-01
1.625101568848052970e-03 2.047642966837883716e-01
1.656353522095130966e-03 2.523106285914753499e-01
1.687605475342208745e-03 2.919027651639354848e-01
1.718857428589286741e-03 3.231600355888338272e-01
1.750109381836364737e-03 3.459047294600646194e-01
1.781361335083442732e-03 3.601590540672012231e-01
1.812613288330520728e-03 3.661375554272857102e-01
1.843865241577598508e-03 3.642352758848365624e-01
1.875117194824676503e-03 3.550120156446958664e-01
1.906369148071754499e-03 3.391731502658488773e-01
1.937621101318832278e-03 3.175475290685902396e-01
1.968873054565910274e-03 2.910630390204698159e-01
2.000125007812988270e-03 2.607204637230948752e-01
2.031376961060066266e-03 2.275662967301689266e-01
2.062628914307144262e-03 1.926651820666804571e-01
2.093880867554222258e-03 1.570726523501043970e-01
2.125132820801300254e-03 1.218088165782216931e-01
2.156384774048377816e-03 8.783361605827628982e-02
2.187636727295455812e-03 5.602421907711411381e-02
2.218888680542533808e-03 2.715506404949038013e-02
2.250140633789611804e-03 1.880988625336921238e-03
2.281392587036689800e-03 -1.927619956402304435e-02
2.312644540283767796e-03 -3.593744412668908872e-02
2.343896493530845792e-03 -4.787228125633391507e-02
2.375148446777923354e-03 -5.500072685664514349e-02
2.406400400025001350e-03 -5.739123316055213392e-02
2.437652353272079346e-03 -5.525483482764437237e-02
2.468904306519157342e-03 -4.893569667191808442e-02
2.500156259766235338e-03 -3.889836105981137743e-02
2.531408213013313334e-03 -2.571207061255581169e-02
2.562660166260391330e-03 -1.003260935141266595e-02
2.593912119507469326e-03 7.417838698049229913e-03
2.625164072754547322e-03 2.587227141962156196e-02
2.656416026001624884e-03 4.454131980165587645e-02
2.687667979248702880e-03 6.263598233864671461e-02
